microsecond,acSX,acSY,acSZ,accX,accY,accZ,angX,angY,angZ,score
2515,1.011,-0.051,0.198,1.465,24.17,-0.549,-13.519,-78.223,2.241,3
2594,1.005,-0.122,-0.016,1.648,1.465,-3.54,-91,-81.211,-151.315,3
2640,1.015,-0.046,0.265,1.77,20.325,-0.305,-11.052,-76.267,-0.176,3
2701,1.005,-0.134,0,0.305,0.488,0.244,-90.56,-81.354,-152.358,3
2711,0.999,-0.032,0.285,0.122,26.611,-0.854,-9.108,-73.927,-2.302,3
2817,0.983,-0.053,0.334,1.526,24.048,0.854,-7.784,-71.505,-3.856,3
2893,1.001,-0.135,-0.007,0.488,0.183,1.526,-90.648,-81.227,-153.984,3
2920,0.959,-0.034,0.353,0.854,28.076,-0.671,-6.669,-68.84,-5.081,3
3013,1,-0.133,-0.013,-0.305,0.61,-0.854,-90.533,-81.31,-155.039,3
3040,0.953,-0.044,0.412,1.465,24.658,-0.061,-5.795,-66.308,-6.141,3
3103,0.999,-0.131,-0.011,0.183,0.854,-1.221,-90.72,-81.453,-155.643,3
3134,0.929,-0.042,0.445,1.526,26.001,-0.671,-5.01,-63.754,-7.081,3
3179,0.998,-0.12,-0.013,-0.061,0.183,-0.61,-90.709,-81.628,-156.868,3
3237,0.913,-0.039,0.509,1.587,27.161,-0.366,-4.433,-61.26,-7.855,3
3284,0.993,-0.113,-0.002,0.427,3.418,-1.343,-88.726,-81.826,-159.966,3
3326,0.89,-0.031,0.525,1.221,27.405,-0.488,-3.845,-58.453,-8.597,3
3388,0.994,-0.123,-0.002,-0.61,4.7,-0.916,-87.429,-81.865,-162.988,3
3432,0.861,-0.036,0.557,1.343,26.55,-0.854,-3.4,-55.816,-9.256,3
3478,0.996,-0.115,0.012,0.305,3.845,-1.831,-85.001,-82.062,-167.223,3
3538,0.831,-0.025,0.61,1.221,25.818,-0.61,-2.939,-53.3,-9.877,3
3584,1.004,-0.112,0.011,0,4.7,-2.136,-82.073,-82.381,-172.337,3
3657,0.801,-0.04,0.649,1.709,25.635,-0.061,-2.549,-50.773,-10.475,3
3691,1.016,-0.111,0.023,0.671,3.662,-2.197,-79.288,-82.54,-177.797,3
3746,0.776,-0.011,0.684,0.916,28.564,-0.427,-2.258,-48.126,-10.926,3
3779,1.016,-0.101,0.028,-0.977,4.639,-1.892,-76.404,-82.584,175.726,3
3881,0.739,-0.031,0.707,0.671,27.71,-1.404,-1.923,-45.324,-11.547,3
3888,1.006,-0.105,0.03,-0.366,6.104,-4.211,-71.955,-82.766,167.745,3
3942,0.708,-0.018,0.741,1.709,24.353,-0.366,-1.675,-42.742,-12.025,3
3973,1.014,-0.089,0.046,-0.183,4.517,-5.188,-66.725,-83.21,158.313,3
4032,0.681,-0.022,0.792,1.282,25.696,-0.854,-1.401,-40.303,-12.557,3
4078,1.01,-0.078,0.051,0.122,5.31,-6.47,-60.156,-83.628,147.112,3
4138,0.638,-0.017,0.815,1.343,26.733,-0.549,-1.176,-37.59,-13.03,3
4168,0.999,-0.076,0.053,0.366,0.854,2.38,-57.453,-83.622,139.735,3
4256,0.586,-0.005,0.812,0.854,29.236,-0.427,-0.961,-34.596,-13.497,3
4276,1,-0.078,0.048,-0.488,-0.061,0.549,-66.033,-83.254,143.767,3
4345,0.542,-0.013,0.864,1.465,27.466,-0.793,-0.747,-31.943,-13.969,3
4379,0.992,-0.068,0.034,-0.061,-1.526,-1.404,-66.967,-83.408,140.427,3
4450,0.502,-0.01,0.918,2.319,34.729,0.366,-0.544,-29.064,-14.398,3
4542,0.446,0.005,0.928,0.183,29.663,-1.343,-0.374,-25.884,-14.755,3
4574,1,-0.085,0.041,-1.16,-0.122,2.869,-68.329,-83.43,133.264,3
4662,0.394,-0.008,0.913,1.16,27.771,-0.977,-0.225,-22.928,-15.255,3
4669,1.005,-0.082,0.035,0,1.587,-0.977,-69.291,-83.425,129.913,3
4780,0.362,0.003,0.963,2.563,27.1,0.305,-0.06,-20.347,-15.628,3
4788,1.009,-0.086,0.04,0.916,2.563,-1.282,-67.791,-83.573,124.195,3
4857,0.34,0.011,0.988,1.038,24.78,-0.366,0.11,-17.847,-15.969,3
4859,1.007,-0.08,0.041,-0.366,-0.061,0.732,-68.022,-83.628,120.064,3
4946,0.271,0.011,0.982,1.282,29.541,-0.854,0.247,-15.128,-16.375,3
4979,1.012,-0.084,0.04,-0.793,0.061,2.563,-68.95,-83.568,116.686,3
5052,0.212,0.004,1,1.648,29.175,-0.61,0.357,-12.365,-16.765,3
5055,1.002,-0.089,0.044,-0.061,1.831,1.587,-69.208,-83.43,112.83,3
5157,0.152,0.024,0.926,-0.671,7.507,-1.221,0.478,-10.261,-17.106,3
5166,1.015,-0.096,0.042,-1.099,-1.282,2.38,-70.576,-83.298,109.984,3
5262,0.184,-0.011,0.987,0.549,-3.296,0,0.445,-10.349,-17.567,3
5272,0.996,-0.087,0.033,0.549,0.793,-2.197,-70.867,-83.375,106.359,3
5355,1.009,-0.08,0.045,1.892,0.793,-2.625,-69.17,-83.699,101.168,3
5368,0.189,0.023,1.011,0.854,-4.578,2.136,0.489,-10.794,-17.666,3
5456,0.192,0.026,1.007,0.061,-0.366,-0.061,0.544,-10.97,-17.842,3
5461,1.008,-0.077,0.05,-0.366,0.488,0.488,-68.324,-83.859,96.779,3
5561,0.2,0.007,0.996,-0.549,-0.916,-1.221,0.538,-10.981,-18.193,3
5570,1.003,-0.072,0.037,-1.343,0.122,0.549,-68.544,-83.892,93.609,3
5667,0.195,0.015,0.991,0,0.366,1.282,0.489,-10.942,-18.424,3
5756,0.193,0.021,0.977,-0.366,-1.892,-1.404,0.505,-10.986,-18.638,3
5764,1.003,-0.073,0.042,-1.404,0.488,-1.221,-68.934,-83.925,88.022,3
5849,1.01,-0.08,0.034,0.61,-0.122,0.366,-68.692,-84.056,84.99,3
5864,0.194,0.012,0.995,-0.183,0.427,1.404,0.45,-11.135,-18.864,3
5953,1.005,-0.075,0.047,-0.061,0.122,0.916,-68.692,-84.056,82.375,3
5966,0.192,0.019,1,-0.916,0.549,-0.366,0.45,-11.135,-18.995,3
6044,1.004,-0.069,0.036,-0.916,0.366,0.427,-68.934,-84.051,80.063,3
6073,0.194,-0.001,0.992,-0.366,-1.038,-0.366,0.434,-11.113,-19.232,3
6149,1.007,-0.071,0.04,0.977,1.099,0.61,-68.615,-84.078,77.838,3
6176,0.191,0.027,0.974,0.671,-1.16,0.488,0.434,-11.217,-19.336,3
6240,1.012,-0.062,0.038,-1.526,-3.052,0.854,-69.225,-83.925,76.943,3
6281,0.179,-0.002,0.907,-3.601,-41.687,0.061,0.297,-13.173,-19.578,3
6343,0.993,-0.081,0.032,1.587,2.625,-1.221,-68.989,-83.892,75.262,3
6372,0.308,0.001,0.946,-0.305,-33.691,2.014,0.077,-17.001,-19.451,3
6448,1.018,-0.074,0.041,1.831,0.854,-1.892,-66.693,-84.26,72.246,3
6476,0.367,0.012,0.985,-0.916,-32.593,2.258,-0.016,-20.555,-19.226,3
6540,1.009,-0.072,0.048,-0.916,0.61,3.601,-66.753,-84.122,71.34,3
6582,0.417,0.012,0.954,-2.441,-27.039,-0.427,-0.176,-23.522,-19.144,3
6643,1.004,-0.078,0.035,-1.343,0.793,3.479,-67.61,-83.87,71.532,3
6672,0.453,-0.014,0.896,-2.319,-28.687,0.793,-0.412,-26.164,-19.155,3
6764,1.001,-0.077,0.041,0.793,0.854,0.488,-67.928,-83.716,71.84,3
6776,0.503,0,0.874,-0.61,-31.189,1.221,-0.604,-29.108,-18.94,3
6838,1.007,-0.068,0.044,0,0.427,-2.014,-66.594,-83.886,70.422,3
6895,0.543,-0.002,0.896,-1.038,-28.87,-0.671,-0.725,-32.272,-18.776,3
6944,1.018,-0.079,0.041,-1.038,4.272,0.122,-66.352,-83.925,70.384,3
7002,0.589,-0.015,0.863,-1.099,-25.269,1.221,-0.928,-34.964,-18.66,3
7035,1.007,-0.074,0.045,0.427,-7.08,9.399,-67.879,-83.743,72.361,3
7076,0.614,-0.001,0.801,-2.686,-23.376,0.305,-1.159,-37.293,-18.435,3
7182,0.658,-0.028,0.797,-0.977,-27.527,0.671,-1.395,-39.996,-18.215,3
7244,1.016,-0.101,0.031,1.16,-0.671,1.099,-74.877,-83.002,82.562,3
7317,0.705,-0.003,0.747,-1.709,-30.212,0.732,-1.653,-42.726,-17.787,3
7421,0.739,-0.02,0.726,-1.221,-24.719,0.122,-1.884,-45.374,-17.562,3
7453,1.004,-0.084,0.025,-0.671,-0.488,3.418,-74.8,-82.886,86.166,3
7527,0.769,-0.026,0.743,-0.61,-24.353,1.282,-2.269,-48.17,-17.133,3
7529,1.021,-0.11,0.035,0.488,-0.854,3.723,-75.163,-82.848,89.445,3
7586,0.774,-0.02,0.648,-2.808,-28.87,-0.305,-2.56,-50.548,-16.628,3
7637,1.01,-0.11,0.021,-0.793,-0.61,2.136,-75.553,-82.776,92.384,3
7691,0.835,-0.026,0.6,-1.709,-30.273,1.343,-3.054,-53.355,-16.095,3
7739,1.013,-0.115,0.028,-0.122,0,-1.038,-75.405,-82.766,95.081,3
7810,0.861,-0.041,0.578,-2.136,-27.527,0.427,-3.466,-56.14,-15.579,3
7886,0.869,-0.026,0.503,-2.686,-26.733,0.793,-3.961,-58.64,-14.919,3
7933,0.997,-0.096,0.024,-1.343,-0.305,0.793,-75.641,-82.485,101.217,3
8025,1.007,-0.095,0.023,-1.16,-0.671,1.282,-75.905,-82.386,104.678,3
8041,0.897,-0.038,0.498,-1.953,-21.667,0.427,-4.62,-61.293,-14.227,3
8096,0.92,-0.047,0.47,-1.038,-28.32,1.282,-5.565,-63.99,-13.129,3
8131,1.012,-0.122,0.029,1.526,0,1.648,-76.399,-82.397,108.754,3
8202,0.954,-0.027,0.426,-2.319,-29.663,-0.366,-6.394,-66.923,-12.003,3
8218,1.017,-0.123,0.032,-1.099,0.366,2.319,-75.85,-82.43,111.121,3
8321,0.975,-0.054,0.355,-1.16,-25.269,0.732,-7.394,-69.626,-10.904,3
8326,1.019,-0.101,0.023,-0.061,-1.099,2.93,-75.899,-82.403,114.038,3
8396,0.983,-0.03,0.313,-2.441,-24.292,1.465,-9.003,-72.208,-9.091,3
8429,1.006,-0.098,0.022,-0.549,-0.671,2.075,-77.08,-82.233,118.109,3
8503,0.993,-0.059,0.265,-2.991,-29.297,0.244,-10.778,-74.811,-7.125,3
8518,1.003,-0.126,0.009,-0.061,-0.977,-1.16,-77.498,-82.2,121.602,3
8622,1.018,-0.035,0.243,-1.343,-21.545,0.183,-13.156,-77.228,-4.532,3
8629,1.021,-0.114,0.021,-0.549,0.427,1.099,-77.289,-82.238,124.464,3
8711,1.021,-0.051,0.213,-2.258,-23.01,1.16,-16.397,-79.442,-1.104,3
8716,1.004,-0.126,0.031,-1.221,-0.488,6.836,-77.833,-81.947,127.601,3
8816,1.01,-0.054,0.154,-1.465,-23.376,-0.61,-21.352,-81.557,4.032,3
8822,0.997,-0.119,0.021,-0.549,1.526,2.502,-78.239,-81.7,130.847,3
8921,1.027,-0.049,0.123,-1.099,-29.663,0.977,-31.948,-84.034,14.985,3
8938,1.003,-0.13,0.019,1.404,0.732,-2.563,-77.893,-81.826,133.385,3
9015,1.011,-0.093,0.026,-1.099,0.183,0.916,-76.932,-81.931,134.984,3
9027,1.039,-0.053,0.04,-1.648,-24.78,0,-49.285,-85.875,32.657,3
9122,1.052,-0.04,0.116,-0.122,-4.761,0.916,-77.481,-86.677,60.87,3
9124,1.004,-0.145,0.019,0.305,0.122,0.854,-77.531,-81.892,137.977,3
9206,1.026,-0.067,0,-0.305,4.578,0.244,-69.736,-86.616,53.311,3
9210,1.006,-0.115,0.009,-0.671,0.244,2.747,-77.119,-81.799,140.257,3
9311,1.027,-0.045,0.027,-0.183,0,0.305,-69.258,-86.556,53.212,3
9319,0.999,-0.117,0.021,0.183,-0.061,0.61,-77.415,-81.749,142.932,3
9404,1.001,-0.11,0.023,-0.427,0.488,-1.709,-76.86,-81.92,144.728,3
9461,1.027,-0.054,0.031,-0.916,-2.869,0,-70.895,-86.649,55.162,3
9510,1.011,-0.111,0.023,0.488,0.183,0.854,-76.443,-82.09,146.481,3
9527,1.046,-0.049,0.038,0.305,1.038,0.671,-72.323,-86.682,56.854,3
9599,1.004,-0.114,0.022,-0.671,0.244,3.662,-76.674,-81.914,148.634,3
9626,1.028,-0.041,0.019,-0.427,3.235,-0.183,-67.78,-86.589,52.586,3
9703,0.994,-0.122,0.013,-0.427,0.366,0.793,-76.97,-81.76,150.969,3
9793,1.018,-0.048,0.013,-0.061,-0.488,-0.488,-65.88,-86.545,50.916,3
9808,1.002,-0.119,0.018,-0.061,0.549,-1.099,-76.454,-81.898,152.375,3
0,1.003,-0.087,0.021,0.061,0.122,0.488,-73.559,-83.551,-178.929,3
11,1.022,-0.057,-0.004,-0.366,-0.427,-0.366,-88.517,-87.363,75.575,3
89,1.006,-0.084,0.028,0.427,0.916,0.427,-73.504,-83.578,-178.951,3
146,1.033,-0.035,0.003,0.244,-0.183,-0.793,-89.412,-87.341,76.487,3
195,1.008,-0.083,0.023,1.16,0.488,0.122,-73.026,-83.611,-179.572,3
209,1.03,-0.052,-0.004,1.282,0.366,-0.183,-90.176,-87.391,77.278,3
286,1.008,-0.086,0.024,-0.427,0.549,0.854,-72.817,-83.622,-179.945,3
311,1.033,-0.047,0.007,-0.244,0.854,-0.305,-90.818,-87.413,77.959,3
402,1.023,-0.039,0,0.366,1.892,0.488,-89.604,-87.402,76.75,3
419,1.004,-0.084,0.027,0.305,0,0.854,-72.933,-83.573,-179.885,3
498,1.005,-0.092,0.023,-0.427,0.305,0.305,-72.812,-83.568,179.846,3
582,1.026,-0.043,-0.001,-0.427,-0.732,0.061,-89.594,-87.424,76.772,3
599,1.009,-0.085,0.02,-0.427,0.671,0.122,-72.543,-83.633,179.495,3
612,1.033,-0.043,0.006,-0.427,-0.488,-0.549,-91.401,-87.446,78.58,3
703,1.009,-0.082,0.032,1.16,0.183,1.099,-72.477,-83.622,179.236,3
777,1.036,-0.037,0.004,1.099,0.977,-0.122,-90.901,-87.451,78.107,3
791,1.026,-0.047,-0.005,0.549,2.563,-0.61,-88.374,-87.473,75.575,3
794,1.003,-0.083,0.028,0.244,0.488,0.793,-72.598,-83.535,179.236,3
883,1.005,-0.086,0.029,0.427,0.427,0.427,-72.631,-83.535,179.264,3
896,1.032,-0.042,0.007,0.366,-0.427,0,-89.341,-87.457,76.591,3
990,1.008,-0.083,0.024,-0.244,0.366,0.549,-72.394,-83.562,178.951,3
1046,1.032,-0.049,0.002,-0.305,-0.305,0,-89.951,-87.473,77.19,3
1080,1.008,-0.085,0.028,-0.244,0.244,1.343,-72.51,-83.54,178.989,3
1168,1.032,-0.041,0.003,-0.244,0.61,0.183,-88.962,-87.468,76.19,3
1184,1.006,-0.083,0.028,0.061,0.366,0.916,-72.697,-83.485,179.182,3
1290,1.004,-0.083,0.029,0.244,0.427,0.793,-72.729,-83.507,179.116,3
1348,1.029,-0.041,-0.015,0.122,-0.671,0.061,-87.693,-87.462,74.965,3
1355,1.026,-0.04,0.004,-0.183,0.488,0.366,-88.347,-87.451,75.608,3
1407,1.036,-0.044,0.016,-0.305,0.122,0.061,-89.643,-87.473,76.915,3
1484,1.008,-0.083,0.021,0.305,0.488,1.404,-72.592,-83.507,178.874,3
1572,1.03,-0.042,0,0.183,-0.183,0.549,-88.215,-87.468,75.498,3
1576,1.006,-0.087,0.028,-0.061,0.671,0.977,-72.614,-83.474,178.929,3
1616,1.028,-0.047,-0.005,-0.488,-0.061,0.061,-87.501,-87.495,74.778,3
1680,1.006,-0.089,0.027,0.183,0.061,0.916,-72.631,-83.485,178.912,3
1786,1.008,-0.087,0.025,-0.366,0.366,0.61,-72.653,-83.452,178.852,3
1828,1.035,-0.036,0.012,-0.793,-0.488,0.244,-88.055,-87.473,75.339,3
1836,1.024,-0.048,0.001,-0.061,-0.305,0.305,-87.193,-87.484,74.46,3
1963,1.03,-0.046,0,-0.122,-0.61,-0.549,-88.028,-87.501,75.317,3
1979,1.007,-0.093,0.023,0.061,0.305,1.221,-72.548,-83.496,178.742,3
2024,1.03,-0.034,-0.01,-0.061,1.587,0.061,-87.737,-87.49,74.987,3
2069,1.006,-0.09,0.028,-0.488,-0.244,1.16,-72.751,-83.463,178.819,3
2175,1.003,-0.087,0.03,0.122,0.366,0,-72.85,-83.43,178.956,3
2232,1.024,-0.034,0.003,-0.244,1.099,0.427,-86.808,-87.468,74.026,3
2262,1.031,-0.035,0.007,-0.061,-2.075,0.061,-88.418,-87.49,75.69,3
2279,1.01,-0.083,0.021,-0.366,0.549,0.244,-72.504,-83.535,178.753,3
2383,1.041,-0.057,0.016,-0.366,-1.16,-0.427,-89.764,-87.512,76.981,3
2474,1.012,-0.07,0.029,-0.244,1.709,1.099,-71.565,-83.754,177.215,3
2561,1.062,-0.027,0.125,2.197,22.4,-1.038,-68.566,-87.374,55.585,3
2563,1.039,-0.06,0.055,0.366,28.015,0.183,-30.416,-85.402,17.369,3
2566,0.999,-0.085,0.024,0.671,0.183,2.502,-71.933,-83.622,177.133,3
2625,1.019,-0.019,0.074,1.221,28.503,-0.061,-19.028,-82.771,6.01,3
2685,0.999,-0.076,0.027,-0.488,0.793,-2.869,-71.51,-83.617,176.133,3
2727,1.024,-0.053,0.16,2.075,18.86,-0.916,-14.013,-80.81,1.06,3
2759,1.012,-0.086,0.029,1.465,0.305,-1.343,-70.104,-83.897,174.293,3
2864,1.014,-0.083,0.032,-0.854,-0.305,2.197,-69.576,-83.969,172.782,3
2877,1.026,-0.027,0.207,1.343,23.193,-0.671,-10.833,-78.629,-2.137,3
2936,1.008,-0.041,0.244,1.404,28.32,-0.122,-8.608,-75.965,-4.576,3
2969,0.999,-0.078,0.034,0.183,-0.549,2.075,-69.906,-83.853,172.326,3
3056,0.982,-0.036,0.255,0.732,21.973,-0.183,-7.125,-73.488,-6.097,3
3063,0.996,-0.077,0.032,0.854,1.099,-1.892,-69.483,-83.897,171.079,3
3164,1.015,-0.073,0.025,0.305,0.977,-1.404,-68.231,-84.183,168.876,3
3178,0.996,-0.026,0.346,1.648,23.743,0,-6.004,-71.422,-7.311,3
3237,0.971,-0.038,0.375,1.587,28.442,0.305,-4.883,-68.752,-8.597,3
3254,1.006,-0.066,0.036,0.793,-0.366,1.831,-67.742,-84.221,167.003,3
3342,0.944,-0.02,0.406,0.549,28.625,-0.916,-4.136,-65.934,-9.47,3
3374,1.002,-0.08,0.028,-0.977,0.549,0.427,-68.258,-84.144,165.998,3
3447,0.931,-0.035,0.46,1.953,24.414,0.122,-3.51,-63.32,-10.289,3
3464,1.008,-0.081,0.031,1.648,0.366,-1.831,-67.917,-84.293,164.68,3
3537,0.906,-0.015,0.487,2.136,25.635,-0.061,-2.966,-60.76,-10.893,3
3555,1.01,-0.054,0.038,0.061,-0.183,-0.305,-67.209,-84.446,162.213,3
3673,0.883,-0.022,0.538,0.977,26.245,-1.16,-2.532,-58.277,-11.552,3
3678,1.009,-0.063,0.035,-0.61,0.366,1.404,-67.489,-84.468,160.538,3
3733,0.854,-0.017,0.572,1.282,27.039,-0.427,-2.236,-55.651,-12.156,3
3749,1.005,-0.071,0.028,0.061,0.488,-0.244,-67.972,-84.485,159.219,3
3837,0.835,-0.021,0.634,1.404,27.527,-0.427,-1.917,-53.113,-12.706,3
3854,1.012,-0.08,0.029,0.366,-0.488,-2.319,-67.753,-84.743,157.061,3
3960,1.011,-0.052,0.032,0.183,-0.366,-0.671,-67.302,-84.897,154.407,3
3972,0.806,-0.018,0.629,1.343,26.428,0,-1.571,-50.251,-13.189,3
4049,1.007,-0.056,0.032,-0.183,0.183,0,-67.769,-84.963,152.446,3
4136,0.771,-0.003,0.684,1.038,26.672,-0.488,-1.362,-47.708,-13.579,3
4138,0.744,-0.018,0.723,0.916,28.076,-0.427,-1.115,-45.033,-14.095,3
4155,1.018,-0.069,0.026,-0.244,-0.366,0.488,-68.121,-85.012,149.974,3
4245,1,-0.063,0.033,-1.343,6.897,-2.441,-66.907,-85.007,145.695,3
4273,0.698,-0.005,0.751,0.122,27.649,-0.671,-0.879,-42.303,-14.557,3
4439,1.006,-0.059,0.038,0.366,2.991,-5.31,-59.826,-85.265,135.28,3
4454,1.013,-0.055,0.042,1.099,-7.019,5.676,-60.573,-85.369,132.473,3
4545,1.01,-0.05,0.039,-0.183,-0.305,1.221,-63.083,-85.364,131.32,3
4652,1.005,-0.062,0.035,-0.549,-0.366,-0.427,-63.424,-85.435,128.057,3
4692,0.67,-0.008,0.793,0.977,25.085,-0.488,-0.731,-39.727,-14.963,3
4694,0.631,0,0.805,1.587,28.442,-0.061,-0.511,-36.909,-15.348,3
4722,0.585,0.008,0.854,1.099,30.029,-0.427,-0.335,-34.173,-15.71,3
4722,0.541,-0.005,0.87,0.916,26.978,-1.587,-0.126,-31.404,-16.205,3
4740,1.012,-0.045,0.034,0.671,0.305,0.61,-63.957,-85.507,125.206,3
4782,0.485,0.003,0.883,1.343,25.94,0.366,0.011,-28.724,-16.534,3
4844,1.012,-0.055,0.043,0.549,-0.183,1.16,-64.276,-85.578,121.866,3
4916,0.463,0.014,0.905,1.648,28.259,-0.244,0.187,-25.966,-16.831,3
4935,1.013,-0.042,0.03,-0.183,1.343,0.244,-63.759,-85.633,117.708,3
4949,0.406,0.007,0.942,1.77,29.907,-0.122,0.368,-23.17,-17.183,3
5038,1.013,-0.037,0.039,-0.244,1.587,2.747,-63.067,-85.463,113.225,3
5068,0.37,0.021,0.959,0.732,24.414,-0.061,0.516,-20.347,-17.485,3
5145,1.007,-0.046,0.036,-0.977,0.183,1.709,-63.446,-85.314,109.633,3
5187,0.316,0.012,0.958,1.16,26.855,-0.671,0.659,-17.584,-17.831,3
5277,0.28,0.009,0.993,1.709,25.024,0.061,0.78,-14.98,-18.155,3
5340,1.014,-0.046,0.041,0.61,0.977,4.333,-64.33,-85.199,103.063,3
5354,0.206,0.028,0.9,0.183,13,0.366,0.895,-12.491,-18.408,3
5429,0.992,-0.048,0.035,0.244,0,2.319,-66.335,-85.001,101.426,3
5457,0.208,0.02,0.956,-0.061,0.244,0.122,0.862,-12.112,-18.66,3
5535,1.003,-0.051,0.036,0.305,0.977,-3.662,-65.506,-85.172,97.119,3
5564,0.223,0.011,0.982,0.427,-5.798,0.366,0.895,-12.48,-18.88,3
5639,1.014,-0.048,0.037,2.075,0.977,-2.136,-62.529,-85.54,90.967,3
5697,0.232,0.027,1.003,0.732,-1.587,1.953,0.939,-12.931,-18.984,3
5773,0.228,0.042,1.014,-1.038,7.019,-0.427,0.961,-12.772,-19.127,3
5835,1.002,-0.057,0.03,-3.296,-0.671,5.432,-65.753,-85.133,87.979,3
5862,0.21,-0.004,0.979,-1.404,4.395,-2.441,0.862,-12.189,-19.567,3
5925,1.002,-0.062,0.028,1.587,-0.122,2.869,-68.242,-84.825,87.687,3
5967,0.212,0.022,0.98,0,0.305,3.906,0.731,-11.997,-19.644,3
6029,1.006,-0.051,0.047,1.526,0.183,-0.366,-68.187,-84.836,85.1,3
6117,0.221,0.041,0.992,-0.366,-2.441,-0.793,0.802,-12.151,-19.644,3
