microsecond,acSX,acSY,acSZ,accX,accY,accZ,angX,angY,angZ,score
2928,1.03,0.018,0.048,-10.071,-18.677,-1.709,30.608,-87.918,-148.118,0
3002,0.962,-0.197,0.205,-2.502,2.38,-11.536,-37.392,-74.421,-168.629,0
3029,1.032,0.004,-0.01,-0.977,-15.93,-1.404,80.717,-88.83,160.977,0
3106,0.91,-0.194,0.204,-0.488,0.366,-13.733,-32.921,-75.103,-173.013,0
3125,1.021,0.018,0.046,-13.977,-22.217,-1.16,142.02,-88,99.564,0
3196,0.999,-0.178,0.227,-4.028,-1.282,-3.357,-29.718,-75.613,-176.336,0
3299,1.107,-0.067,0.185,-14.099,3.479,3.174,150.903,-87.545,90.566,0
3312,0.983,-0.188,0.234,-0.732,-3.967,13.306,-33.316,-75.454,-172.628,0
3343,1.036,-0.019,0.059,-1.831,26.123,5.127,116.543,-89.264,125.409,0
3392,1.068,-0.192,0.187,18.066,-7.69,18.982,-40.408,-74.674,-165.135,0
3434,0.92,0.214,0.028,8.423,13.245,6.348,7.603,-88.407,-124.266,0
3497,1.016,-0.189,0.179,31.921,-3.845,13.916,-43.984,-73.911,-160.043,0
3527,1.06,0.067,0.122,3.906,12.207,4.7,4.021,-87.237,-119.29,0
3601,0.992,-0.274,0.182,9.521,-6.042,16.846,-47.933,-73.257,-155.446,0
3643,1.021,0.043,0.097,5.188,16.968,5.92,-4.504,-85.765,-110.094,0
3734,1.018,0.049,0.047,-1.343,17.944,1.648,-5.054,-84.265,-108.375,0
3811,0.952,-0.247,0.198,11.658,-1.038,13.489,-54.278,-71.395,-147.486,0
3839,1.066,-0.041,0.095,0.732,9.888,1.343,-4.466,-82.93,-108.397,0
3887,0.896,-0.213,0.208,13.245,0.122,10.498,-55.503,-70.521,-145.261,0
3944,1.052,-0.029,0.161,-0.61,8.606,-1.465,-3.686,-81.799,-108.534,0
3991,0.952,-0.269,0.208,2.747,0.305,9.705,-56.547,-69.675,-143.756,0
4034,0.995,-0.026,0.206,-3.479,13.733,1.16,-2.878,-80.75,-109.061,0
4081,0.99,-0.326,0.215,10.376,-1.343,10.315,-58.288,-68.818,-142.037,0
4139,0.979,0.02,0.15,-8.728,11.902,2.686,-2.516,-79.508,-108.94,0
4187,0.951,-0.27,0.211,8.85,-0.671,5.737,-59.518,-68.077,-140.526,0
4251,0.983,0.023,0.125,3.906,0.977,0.305,-2,-79.294,-109.056,0
4291,0.926,-0.338,0.2,-1.282,0.671,-2.625,-59.167,-68.044,-140.587,0
4349,1.026,0.012,0.182,1.343,-5.371,-1.221,-1.379,-79.656,-109.731,0
4397,0.944,-0.337,0.191,-5.798,0.732,-3.54,-58.645,-68.28,-141.191,0
4439,0.999,0.025,0.142,2.93,-7.629,-0.183,-1.219,-80.414,-110.105,0
4485,0.934,-0.312,0.19,-6.714,1.099,-7.385,-57.651,-68.818,-142.273,0
4544,1.026,0.014,0.195,-8.24,-6.836,-0.793,-0.972,-81.156,-110.808,0
4606,0.955,-0.334,0.194,-6.775,2.38,-4.944,-56.772,-69.269,-143.696,0
4649,1.017,0,0.141,-4.578,-4.272,-0.549,-1.06,-81.656,-111.506,0
4683,0.939,-0.309,0.189,-5.737,2.258,-5.188,-56.162,-69.56,-144.926,0
4754,1.018,-0.014,0.107,-5.005,-8.667,-1.038,-0.939,-82.403,-112.429,0
4786,0.938,-0.251,0.198,-6.775,2.502,-7.202,-55.338,-69.988,-146.486,0
4844,1.026,0.009,0.12,-4.822,-10.864,-2.502,-0.28,-83.381,-113.95,0
4876,0.947,-0.242,0.208,-2.38,4.028,-10.742,-53.558,-70.56,-148.887,0
4979,1.036,0,0.13,-5.92,-8.911,-2.93,2.631,-84.133,-117.653,0
4990,0.964,-0.277,0.201,-1.77,3.174,-7.08,-51.872,-71.005,-151.249,0
5054,1.019,-0.002,0.088,-8.301,-3.662,-0.549,4.169,-84.869,-119.855,0
5071,0.957,-0.269,0.197,-7.69,1.16,-4.944,-51.01,-71.318,-152.726,0
5159,1.014,-0.003,0.074,-0.366,-2.014,0.732,3.494,-85.265,-119.745,0
5184,0.956,-0.26,0.197,-4.272,-1.099,-4.578,-50.543,-71.653,-153.468,0
5252,1.034,0,0.114,-2.747,-4.211,3.174,0.687,-85.485,-117.334,0
5303,0.951,-0.248,0.182,-5.066,-2.38,-1.648,-50.905,-71.955,-153.479,0
0,1.008,0.032,0.135,-7.446,-4.089,-0.671,3.84,-81.892,-111.352,0
14,0.981,-0.209,0.144,-2.075,3.357,-1.221,-51.625,-77.591,-160.373,0
43,1.024,0.026,0.116,-4.517,-12.207,-1.77,5.581,-82.941,-113.34,0
90,0.991,-0.151,0.139,-1.587,5.066,-1.77,-49.537,-77.41,-162.219,0
148,1.021,0.039,0.109,4.395,-12.573,-2.502,8.773,-84.139,-116.697,0
195,0.987,-0.148,0.155,-3.113,5.676,-3.235,-46.219,-77.305,-165.075,0
253,1.038,0.026,0.092,0.854,-11.841,-2.258,14.727,-85.188,-123.041,0
285,0.995,-0.157,0.155,-1.404,7.935,-1.099,-43.594,-76.871,-167.635,0
357,1.038,0.022,0.063,-2.625,-9.827,-5.981,24.939,-86.325,-133.978,0
389,0.991,-0.122,0.178,3.967,6.592,-4.333,-40.419,-76.602,-170.821,0
463,1.02,-0.014,0.074,-3.052,-7.751,-1.343,35.107,-86.666,-144.261,0
495,0.969,-0.146,0.145,-4.761,2.136,-2.747,-38.342,-76.509,-172.908,0
568,1.058,0.063,0.114,10.559,-3.601,3.174,34.969,-87.155,-143.904,0
616,0.999,-0.157,0.188,-11.597,-1.038,1.282,-37.793,-76.597,-172.837,0
660,1.022,0.115,0.025,31.433,9.583,3.845,23.275,-87.275,-131.616,0
686,0.975,-0.114,0.22,1.892,-0.488,4.333,-38.238,-76.586,-171.156,0
763,1.031,0.046,0.002,23.193,13.977,-3.174,20.517,-86.506,-127.98,0
791,0.991,-0.14,0.218,14.16,-0.732,4.333,-39.056,-76.355,-169.365,0
871,0.975,-0.122,0.198,3.967,0.61,12.268,-41.578,-75.701,-165.69,0
890,1.027,-0.042,0.095,11.169,11.108,-0.916,19.012,-85.188,-125.623,0
958,1.048,-0.055,0.166,24.902,26.245,1.221,12.947,-83.551,-119.009,0
976,0.985,-0.224,0.159,19.043,-3.113,18.372,-45.857,-74.773,-160.28,0
1063,1.047,0.012,0.191,28.625,22.339,1.587,10.492,-80.349,-113.461,0
1080,1,-0.32,0.231,4.761,-1.831,25.452,-48.62,-73.279,-154.083,0
1168,1.016,0.043,0.149,47.668,19.531,-2.869,10.97,-78.096,-112.044,0
1180,0.962,-0.25,0.196,16.602,1.77,15.076,-50.68,-71.867,-150.381,0
1288,1.004,-0.011,0.303,-36.255,10.681,-3.967,11.486,-75.685,-112.78,0
1310,0.977,-0.393,0.188,-24.841,3.174,11.536,-51.971,-70.922,-148.909,0
1365,0.932,-0.083,0.223,-32.288,6.348,14.404,-52.976,-69.626,-147.294,0
1394,1.01,0.189,0.36,-66.833,12.634,-3.357,12.09,-74.366,-113.45,0
1468,0.995,0.137,0.333,-21.667,17.151,-5.737,12.156,-72.515,-113.95,0
1470,0.945,-0.192,0.252,-10.254,4.944,12.695,-54.349,-68.247,-146.041,0
1572,0.95,0.109,0.237,-13.489,1.465,0.61,13.101,-71.686,-114.538,0
1580,0.924,-0.217,0.206,1.343,2.38,5.798,-55.146,-67.154,-144.844,0
1677,0.979,0.103,0.296,14.221,-4.272,2.747,12.739,-71.911,-114.307,0
1768,0.977,0.05,0.225,18.982,-31.433,5.31,12.832,-73.691,-114.307,0
1782,0.946,-0.351,0.216,9.338,1.831,-1.282,-55.519,-67.126,-143.789,0
1861,0.892,-0.004,0.166,15.869,-1.343,-12.268,-54.009,-67.473,-144.311,0
1873,0.983,0.076,0.121,9.46,-39.001,6.104,15.134,-77.964,-116.263,0
1965,0.97,-0.228,0.24,3.296,-2.625,-20.691,-49.889,-69.538,-147.728,0
1984,1.051,0.2,0.094,-33.569,-20.691,3.784,19.122,-80.793,-119.773,0
2070,0.959,-0.087,0.247,-7.263,-1.282,-25.574,-45.093,-71.62,-152.501,0
2090,1.012,-0.018,0.079,-31.86,-24.536,3.723,23.67,-83.617,-125.184,0
2162,0.97,-0.266,0.219,-1.404,-2.441,-19.47,-41.331,-73.191,-156.687,0
2180,1.049,0.059,0.161,-16.724,-25.024,5.493,30.405,-85.611,-131.995,0
2265,0.965,-0.268,0.217,9.705,-4.272,-13.184,-39.43,-74.383,-159.483,0
2292,1.024,0.089,0.054,24.292,-23.438,6.287,41.484,-87.567,-143.432,0
2355,0.986,-0.064,0.208,1.526,-3.357,-10.742,-37.37,-75.394,-162.147,0
2398,1.034,0.083,-0.012,-13.245,-2.686,3.113,63.155,-88.742,-167.135,0
2460,0.981,-0.083,0.211,6.042,0.427,-6.653,-36.013,-75.938,-163.702,0
2503,1.013,0.044,-0.128,-24.841,-16.846,2.93,124.887,-88.753,131.715,0
2550,0.976,-0.185,0.213,-0.854,1.892,-10.132,-32.805,-76.388,-167.509,0
2578,1.048,0.065,-0.011,-13.428,-20.02,-0.305,154.391,-87.462,101.052,0
2655,0.965,-0.166,0.22,-1.404,2.869,-13.55,-28.625,-76.833,-172.87,0
2728,1.036,0.041,0.002,11.902,-6.104,-1.892,159.692,-86.638,94.878,0
2806,1.003,-0.124,0.188,-15.259,1.465,-6.104,-26.087,-77.042,-176.495,0
2823,1.024,0.009,-0.064,10.01,3.479,-0.427,163.438,-86.05,90.11,0
2853,0.982,-0.098,0.188,-5.859,-1.709,1.099,-24.988,-77.217,-177.852,0
2893,1.014,0.023,-0.048,2.38,16.235,-0.916,161.938,-86.583,91.582,0
2955,1.006,-0.163,0.207,-12.939,-1.831,10.254,-27.933,-77.058,-175.161,0
2991,1.025,-0.013,-0.063,3.296,13,-0.122,152.99,-87.858,100.074,0
3045,0.986,-0.112,0.206,-1.221,-1.526,11.23,-32.866,-76.602,-170.272,0
3088,1.013,0,-0.038,23.376,9.399,-1.465,133.759,-88.731,119.877,0
3150,0.989,-0.083,0.222,7.141,-2.319,11.78,-36.535,-76.119,-165.377,0
3193,1.022,-0.027,-0.039,5.554,11.78,2.075,88.473,-89.149,165.899,0
3270,0.97,-0.098,0.217,-0.488,-2.747,10.925,-40.457,-75.641,-161.054,0
3302,1.026,0.008,-0.019,3.845,11.902,1.648,31.311,-88.808,-136.571,0
3375,0.972,-0.144,0.194,3.235,-2.686,7.385,-43.792,-75.251,-157.703,0
3412,1.054,-0.012,-0.008,4.333,1.831,0.183,18.484,-88.127,-123.442,0
3450,0.971,-0.12,0.188,11.78,-0.122,2.625,-44.885,-74.943,-156.011,0
3507,0.995,0.015,-0.064,12.878,-4.578,-0.916,24.269,-88.522,-128.359,0
3556,0.977,-0.18,0.201,7.751,-0.183,-7.019,-42.973,-75.328,-157.467,0
3633,1.038,-0.014,-0.047,-4.822,-14.954,2.075,63.281,-89.291,-166.904,0
3655,0.969,-0.105,0.201,5.676,1.343,-13.428,-39.408,-76.036,-160.994,0
3733,1.048,-0.024,0.021,-12.207,-12.268,1.16,149.139,-88.742,106.655,0
3751,0.988,-0.173,0.171,2.502,-0.366,-10.437,-36.107,-76.805,-165.399,0
3840,0.987,-0.063,0.167,2.38,-1.038,-5.31,-34.107,-77.305,-167.783,0
3870,1.038,-0.052,-0.004,-3.601,-5.676,3.296,167.937,-88.132,86.534,0
3912,1.049,-0.011,-0.015,-1.526,-8.057,3.723,177.325,-87.709,76.948,0
3931,0.971,-0.088,0.174,-3.601,0.671,-7.324,-32.404,-77.651,-170.002,0
4018,1.04,-0.015,-0.061,9.338,-4.211,-0.244,177.748,-87.127,76.437,0
4046,0.946,-0.043,0.181,-7.446,-0.61,-10.864,-28.597,-78.157,-174.007,0
4108,1.052,-0.011,0.001,-1.099,-5.615,-0.305,177.237,-86.715,76.624,0
4131,0.989,-0.135,0.189,-3.357,0.366,-4.211,-26.856,-78.404,-176.298,0
4213,1.048,-0.021,0,3.845,3.479,1.526,179.088,-86.863,74.361,0
4239,0.992,-0.104,0.171,-0.488,-1.16,3.357,-28.098,-78.398,-175.358,0
4319,1.016,-0.02,-0.056,7.019,5.188,1.404,-177.023,-87.38,70.521,0
4342,0.971,-0.093,0.178,3.235,-1.526,2.991,-30.125,-78.316,-173.276,0
4423,1.028,-0.002,-0.057,3.784,5.371,0.916,-173.485,-87.841,67.39,0
4437,0.993,-0.12,0.184,4.517,-1.099,3.052,-31.525,-78.272,-171.634,0
4527,1.046,0.016,0.017,10.864,2.563,0.122,-171.964,-88.154,66.434,0
4535,1.004,-0.127,0.184,5.859,0.061,6.165,-32.871,-78.091,-169.832,0
4603,1.044,-0.007,0.013,-0.183,7.935,0.061,-170.052,-88.824,64.896,0
4635,0.988,-0.124,0.174,-2.197,-0.061,10.071,-36.151,-77.585,-166.448,0
4708,1.025,-0.027,0.009,11.475,13.123,-1.709,-113.56,-89.83,8.652,0
4813,1.012,-0.01,0.005,11.353,13.611,2.197,-11.92,-88.929,-92.758,0
4840,0.97,-0.18,0.15,7.751,-1.465,12.085,-43.5,-76.317,-158.818,0
4920,1.008,-0.25,0.155,4.761,-3.479,14.771,-48.104,-75.531,-154.385,0
4963,1.059,-0.071,0.069,4.883,15.93,2.93,-9.943,-87.297,-94.614,0
5024,1.021,-0.063,0.062,7.813,27.588,2.441,-8.701,-85.259,-95.46,0
5025,0.971,-0.179,0.18,-6.653,-0.793,11.841,-51.877,-74.669,-150.375,0
5113,1.075,0.013,0.184,6.348,22.949,-3.296,-1.758,-82.178,-101.305,0
5126,1.006,-0.382,0.187,-6.348,0.427,15.32,-54.344,-73.685,-147.382,0
5218,1,-0.073,0.142,16.785,12.817,-0.183,-0.643,-80.53,-102.167,0
5231,0.949,-0.266,0.132,11.414,0.244,17.517,-57.903,-72.296,-143.795,0
5315,0.971,-0.248,0.13,8.728,-1.648,13.367,-59.974,-71.202,-141.4,0
5326,1.026,-0.037,0.117,10.742,11.841,-0.122,-0.714,-79.382,-101.849,0
5415,0.922,-0.285,0.177,2.136,-1.282,-1.831,-60.216,-70.955,-140.378,0
5431,0.951,0,-0.007,2.625,-21.301,2.136,-1.747,-80.189,-100.69,0
5506,0.925,-0.256,0.216,2.075,1.221,-22.034,-56.722,-72.438,-143.701,0
5524,0.985,0.048,0.039,9.094,-14.221,-1.77,-1.423,-82.733,-100.613,0
5610,0.98,-0.264,0.188,-6.897,2.441,-12.695,-54.218,-73.542,-147.09,0
5667,1.046,0.023,0.124,-5.981,-22.461,1.343,-3.944,-84.551,-99.355,0
5728,1.047,-0.004,0.169,-5.615,-13.672,-0.61,-5.592,-85.699,-98.866,0
5730,0.968,-0.328,0.163,-6.348,2.014,-6.836,-52.696,-74.163,-149.766,0
5805,0.981,-0.252,0.185,-5.615,0.916,-4.944,-51.751,-74.438,-151.221,0
5833,1.045,0.005,0.107,-5.249,-12.085,0.427,-5.823,-86.325,-99.355,0
5910,0.976,-0.212,0.184,-5.432,-0.732,-6.287,-50.845,-74.828,-152.501,0
5927,1.036,-0.009,0.075,-4.028,-12.329,2.747,-10.102,-87.281,-95.576,0
6001,0.988,-0.229,0.195,-4.883,-0.916,-5.981,-50.548,-75.278,-153.457,0
6030,1.035,0.004,0.062,-5.981,-15.625,3.479,-27.966,-88.418,-78.382,0
6105,0.988,-0.185,0.184,-2.808,0.061,-5.676,-49.614,-75.762,-154.836,0
6136,1.059,-0.018,0.07,-7.568,-3.601,1.587,-47.335,-88.857,-59.502,0
6225,0.982,-0.215,0.157,-0.61,0.122,-1.404,-49.581,-75.959,-155.248,0
6242,1.036,-0.005,0.043,-3.174,0.549,-0.549,-46.099,-88.813,-60.985,0
6330,0.979,-0.164,0.156,3.052,0.549,0.61,-49.493,-75.91,-155.259,0
6376,1.027,0.002,0.004,4.028,2.014,-2.136,-31.19,-88.77,-75.674,0
